sep=;
"Location";"Date";"NO2 (ppb)";"VOCs (ppb)";"PM2.5 (µg/m³)"
"Sterling MS";"Jul 27, 2026, 19:00:00";"6.18";"94.96";"12.16"
"Sterling MS";"Jul 27, 2026, 18:00:00";"7.24";"91.37";"12.65"
"Sterling MS";"Jul 27, 2026, 17:00:00";"4.22";"85.09";"12.62"
"Sterling MS";"Jul 27, 2026, 16:00:00";"4.27";"94.71";"13.19"
"Sterling MS";"Jul 27, 2026, 15:00:00";"5.25";"100.14";"14.63"
"Sterling MS";"Jul 27, 2026, 14:00:00";"3.1";"120.28";"10.63"
"Sterling MS";"Jul 27, 2026, 13:00:00";"4.98";"147.86";"9.22"
"Sterling MS";"Jul 27, 2026, 12:00:00";"4.86";"176.83";"9.21"
"Sterling MS";"Jul 27, 2026, 11:00:00";"6.44";"236.77";"9.37"
"Sterling MS";"Jul 27, 2026, 10:00:00";"9.66";"319.01";"8.94"
"Sterling MS";"Jul 27, 2026, 09:00:00";"12.54";"489.17";"8.2"
"Sterling MS";"Jul 27, 2026, 08:00:00";"14.85";"631.74";"9.1"
"Sterling MS";"Jul 27, 2026, 07:00:00";"13.46";"613.66";"9.71"
"Sterling MS";"Jul 27, 2026, 06:00:00";"10.83";"628.9";"13.92"
"Sterling MS";"Jul 27, 2026, 05:00:00";"8.68";"635.15";"15.82"
"Sterling MS";"Jul 27, 2026, 04:00:00";"10.66";"673.11";"10.24"
"Sterling MS";"Jul 27, 2026, 03:00:00";"11.55";"656.29";"12.56"
"Sterling MS";"Jul 27, 2026, 02:00:00";"10.23";"538.08";"6.59"
"Sterling MS";"Jul 27, 2026, 01:00:00";"10.69";"530.89";"6.13"
"Sterling MS";"Jul 27, 2026, 00:00:00";"12.04";"543.09";"7.2"
"Sterling MS";"Jul 26, 2026, 23:00:00";"14.1";"420.86";"9.56"
"Sterling MS";"Jul 26, 2026, 22:00:00";"13.53";"279.86";"7.31"
"Sterling MS";"Jul 26, 2026, 21:00:00";"12.03";"222.65";"10.94"
"Sterling MS";"Jul 26, 2026, 20:00:00";"10.1";"164.81";"8.8"
"Sterling MS";"Jul 26, 2026, 19:00:00";"9.08";"133.28";"8.53"
"Sterling MS";"Jul 26, 2026, 18:00:00";"7.9";"119.56";"8.37"
"Sterling MS";"Jul 26, 2026, 17:00:00";"6.93";"110.14";"7.82"
"Sterling MS";"Jul 26, 2026, 16:00:00";"7.3";"128.51";"7.88"
"Sterling MS";"Jul 26, 2026, 15:00:00";"5.81";"129.29";"7.83"
"Sterling MS";"Jul 26, 2026, 14:00:00";"6.51";"155.36";"7.36"
"Sterling MS";"Jul 26, 2026, 13:00:00";"7.15";"179.03";"7.7"
"Sterling MS";"Jul 26, 2026, 12:00:00";"4.41";"209.61";"6.97"
"Sterling MS";"Jul 26, 2026, 11:00:00";"9.49";"256.33";"5.42"
"Sterling MS";"Jul 26, 2026, 10:00:00";"9.59";"288.07";"4.49"
"Sterling MS";"Jul 26, 2026, 09:00:00";"8.63";"373.79";"3.63"
"Sterling MS";"Jul 26, 2026, 08:00:00";"11.53";"441.88";"3.35"
"Sterling MS";"Jul 26, 2026, 07:00:00";"10.43";"403.67";"4.13"
"Sterling MS";"Jul 26, 2026, 06:00:00";"9.54";"374.46";"4.11"
"Sterling MS";"Jul 26, 2026, 05:00:00";"9.85";"332.6";"3.63"
"Sterling MS";"Jul 26, 2026, 04:00:00";"10.56";"320.75";"3.43"
"Sterling MS";"Jul 26, 2026, 03:00:00";"11.16";"320.9";"3.55"
"Sterling MS";"Jul 26, 2026, 02:00:00";"11.72";"283.22";"3.5"
"Sterling MS";"Jul 26, 2026, 01:00:00";"13.35";"244.03";"3.56"
"Sterling MS";"Jul 26, 2026, 00:00:00";"13.17";"181.47";"3.66"
"Sterling MS";"Jul 25, 2026, 23:00:00";"13.6";"148.1";"4.48"
"Sterling MS";"Jul 25, 2026, 22:00:00";"13.11";"108.95";"5.66"
"Sterling MS";"Jul 25, 2026, 21:00:00";"13.19";"89.64";"6.7"
"Sterling MS";"Jul 25, 2026, 20:00:00";"12.24";"81.06";"5.06"
"Sterling MS";"Jul 25, 2026, 19:00:00";"11.05";"77.4";"5.46"
"Sterling MS";"Jul 25, 2026, 18:00:00";"9.52";"82.57";"5.03"
"Sterling MS";"Jul 25, 2026, 17:00:00";"9.18";"86.42";"4.49"
"Sterling MS";"Jul 25, 2026, 16:00:00";"9";"105.52";"4.48"
"Sterling MS";"Jul 25, 2026, 15:00:00";"12.11";"113.31";"3.61"
"Sterling MS";"Jul 25, 2026, 14:00:00";"12";"88.25";"3.7"
"Sterling MS";"Jul 25, 2026, 13:00:00";"3.08";"73.3";"4.28"
"Sterling MS";"Jul 25, 2026, 12:00:00";"4.75";"91.18";"3.93"
"Sterling MS";"Jul 25, 2026, 11:00:00";"5.61";"132.07";"3.83"
"Sterling MS";"Jul 25, 2026, 10:00:00";"11.41";"212.91";"2.81"
"Sterling MS";"Jul 25, 2026, 09:00:00";"13.52";"279.12";"2.34"
"Sterling MS";"Jul 25, 2026, 08:00:00";"13.25";"337.42";"2.3"
"Sterling MS";"Jul 25, 2026, 07:00:00";"14.2";"327.5";"2.87"
"Sterling MS";"Jul 25, 2026, 06:00:00";"13.17";"319.83";"3.04"
"Sterling MS";"Jul 25, 2026, 05:00:00";"13.03";"293.31";"2.69"
"Sterling MS";"Jul 25, 2026, 04:00:00";"13.38";"226";"2.97"
"Sterling MS";"Jul 25, 2026, 03:00:00";"13.35";"153.55";"2.98"
"Sterling MS";"Jul 25, 2026, 02:00:00";"12.32";"101.53";"2.99"
"Sterling MS";"Jul 25, 2026, 01:00:00";"12.11";"81.54";"2.68"
"Sterling MS";"Jul 25, 2026, 00:00:00";"12.52";"64.28";"2.84"
"Sterling MS";"Jul 24, 2026, 23:00:00";"12.8";"55.54";"2.95"
"Sterling MS";"Jul 24, 2026, 22:00:00";"13.09";"45.17";"3.68"
"Sterling MS";"Jul 24, 2026, 21:00:00";"12.85";"33.82";"4.33"
"Sterling MS";"Jul 24, 2026, 20:00:00";"11.97";"34.92";"4.19"
"Sterling MS";"Jul 24, 2026, 19:00:00";"11.9";"36.67";"3.99"
"Sterling MS";"Jul 24, 2026, 18:00:00";"11.75";"29.49";"3.79"
"Sterling MS";"Jul 24, 2026, 17:00:00";"10.03";"24.49";"3.42"
"Sterling MS";"Jul 24, 2026, 16:00:00";"6.91";"21.17";"3.23"
"Sterling MS";"Jul 24, 2026, 15:00:00";"5.91";"28.11";"3.15"
"Sterling MS";"Jul 24, 2026, 14:00:00";"7.81";"30.62";"3.43"
"Sterling MS";"Jul 24, 2026, 13:00:00";"7.99";"37.43";"3.46"
"Sterling MS";"Jul 24, 2026, 12:00:00";"7.62";"50.8";"4.39"
"Sterling MS";"Jul 24, 2026, 11:00:00";"3.7";"68.85";"3.62"
"Sterling MS";"Jul 24, 2026, 10:00:00";"7.26";"154.83";"4.48"
"Sterling MS";"Jul 24, 2026, 09:00:00";"12.39";"213.65";"4.94"
"Sterling MS";"Jul 24, 2026, 08:00:00";"13.34";"260.72";"2.52"
"Sterling MS";"Jul 24, 2026, 07:00:00";"11.2";"221.64";"2.35"
"Sterling MS";"Jul 24, 2026, 06:00:00";"11.28";"191.14";"2.83"
"Sterling MS";"Jul 24, 2026, 05:00:00";"11.74";"166.25";"1.93"
"Sterling MS";"Jul 24, 2026, 04:00:00";"11.66";"144.69";"2.65"
"Sterling MS";"Jul 24, 2026, 03:00:00";"11.67";"116.32";"2.78"
"Sterling MS";"Jul 24, 2026, 02:00:00";"12.44";"89.47";"3.21"
"Sterling MS";"Jul 24, 2026, 01:00:00";"12.76";"65.14";"3.38"
"Sterling MS";"Jul 24, 2026, 00:00:00";"15.16";"45.96";"4.17"
"Sterling MS";"Jul 23, 2026, 23:00:00";"13.98";"38.69";"3.5"
"Sterling MS";"Jul 23, 2026, 22:00:00";"13.23";"29.51";"5.66"
"Sterling MS";"Jul 23, 2026, 21:00:00";"9.96";"5.8";"3.95"
"Sterling MS";"Jul 23, 2026, 20:00:00";"8.25";"6.4";"3.03"
"Sterling MS";"Jul 23, 2026, 19:00:00";"6.86";"8.16";"3.15"
"Sterling MS";"Jul 23, 2026, 18:00:00";"5.41";"8.11";"3.02"
"Sterling MS";"Jul 23, 2026, 17:00:00";"3.77";"6.07";"3.07"
"Sterling MS";"Jul 23, 2026, 16:00:00";"4.16";"9.48";"3.02"
"Sterling MS";"Jul 23, 2026, 15:00:00";"3.74";"11.05";"3.03"
"Sterling MS";"Jul 23, 2026, 14:00:00";"3.97";"16.73";"3.03"
"Sterling MS";"Jul 23, 2026, 13:00:00";"3.34";"20.44";"2.98"
"Sterling MS";"Jul 23, 2026, 12:00:00";"3.84";"25.1";"2.4"
"Sterling MS";"Jul 23, 2026, 11:00:00";"4.51";"39.69";"2.56"
"Sterling MS";"Jul 23, 2026, 10:00:00";"6.97";"53.76";"2.41"
"Sterling MS";"Jul 23, 2026, 09:00:00";"8.75";"72.85";"2.12"
"Sterling MS";"Jul 23, 2026, 08:00:00";"12.7";"87.57";"1.62"
"Sterling MS";"Jul 23, 2026, 07:00:00";"11.66";"82.71";"2.84"
"Sterling MS";"Jul 23, 2026, 06:00:00";"10.54";"74.66";"1.94"
"Sterling MS";"Jul 23, 2026, 05:00:00";"10.14";"67.42";"2.94"
"Sterling MS";"Jul 23, 2026, 04:00:00";"9.56";"63.21";"3.47"
"Sterling MS";"Jul 23, 2026, 03:00:00";"8.95";"56.2";"4.65"
"Sterling MS";"Jul 23, 2026, 02:00:00";"9.16";"55.31";"5.02"
"Sterling MS";"Jul 23, 2026, 01:00:00";"8.97";"54.47";"5.83"
"Sterling MS";"Jul 23, 2026, 00:00:00";"9.16";"57.85";"5.72"
"Sterling MS";"Jul 22, 2026, 23:00:00";"8.88";"66.64";"5.91"
"Sterling MS";"Jul 22, 2026, 22:00:00";"8.33";"73.83";"6.79"
"Sterling MS";"Jul 22, 2026, 21:00:00";"7.86";"64.58";"7.93"
"Sterling MS";"Jul 22, 2026, 20:00:00";"6.04";"66.33";"7.79"
"Sterling MS";"Jul 22, 2026, 19:00:00";"4.34";"77.57";"8.97"
"Sterling MS";"Jul 22, 2026, 18:00:00";"3.2";"86.7";"9.74"
"Sterling MS";"Jul 22, 2026, 17:00:00";"2.11";"89.75";"10.74"
"Sterling MS";"Jul 22, 2026, 16:00:00";"0.58";"104.91";"11.09"
"Sterling MS";"Jul 22, 2026, 15:00:00";"2.31";"125.35";"11.54"
"Sterling MS";"Jul 22, 2026, 14:00:00";"4.35";"150.76";"12.1"
"Sterling MS";"Jul 22, 2026, 13:00:00";"1.13";"185.41";"12.13"
"Sterling MS";"Jul 22, 2026, 12:00:00";"2.31";"234.85";"13.9"
"Sterling MS";"Jul 22, 2026, 11:00:00";"3.66";"283.37";"14.72"
"Sterling MS";"Jul 22, 2026, 10:00:00";"8.26";"401.4";"11.36"
"Sterling MS";"Jul 22, 2026, 09:00:00";"19.44";"662.08";"6.62"
"Sterling MS";"Jul 22, 2026, 08:00:00";"14.32";"913.58";"3.52"
"Sterling MS";"Jul 22, 2026, 07:00:00";"15.8";"896.65";"2.89"
"Sterling MS";"Jul 22, 2026, 06:00:00";"10.73";"856.02";"3.6"
"Sterling MS";"Jul 22, 2026, 05:00:00";"11.02";"836.73";"3.34"
"Sterling MS";"Jul 22, 2026, 04:00:00";"12.44";"810.8";"3.15"
"Sterling MS";"Jul 22, 2026, 03:00:00";"13.74";"767.39";"2.66"
"Sterling MS";"Jul 22, 2026, 02:00:00";"15.5";"688.52";"3.06"
"Sterling MS";"Jul 22, 2026, 01:00:00";"16.98";"680.07";"2.42"
"Sterling MS";"Jul 22, 2026, 00:00:00";"14.94";"756.55";"1.8"
"Sterling MS";"Jul 21, 2026, 23:00:00";"18.39";"686.66";"2.96"
"Sterling MS";"Jul 21, 2026, 22:00:00";"16.21";"617.86";"3.78"
"Sterling MS";"Jul 21, 2026, 21:00:00";"10.06";"765.94";"4.67"
"Sterling MS";"Jul 21, 2026, 20:00:00";"8.28";"688.49";"6.76"
"Sterling MS";"Jul 21, 2026, 19:00:00";"10.7";"610.97";"6.41"
"Sterling MS";"Jul 21, 2026, 18:00:00";"8.56";"437.17";"8.33"
"Sterling MS";"Jul 21, 2026, 17:00:00";"4.82";"335.27";"8.62"
"Sterling MS";"Jul 21, 2026, 16:00:00";"1.65";"350.24";"9.21"
"Sterling MS";"Jul 21, 2026, 15:00:00";"5.3";"380.07";"8.5"
"Sterling MS";"Jul 21, 2026, 14:00:00";"1.69";"372.11";"8.05"
"Sterling MS";"Jul 21, 2026, 13:00:00";"3.36";"413.56";"7.25"
"Sterling MS";"Jul 21, 2026, 12:00:00";"3.44";"475.96";"7.53"
"Sterling MS";"Jul 21, 2026, 11:00:00";"5.64";"568.05";"9.06"
"Sterling MS";"Jul 21, 2026, 10:00:00";"6.62";"709.35";"10.33"
"Sterling MS";"Jul 21, 2026, 09:00:00";"8.63";"774.7";"10.5"
"Sterling MS";"Jul 21, 2026, 08:00:00";"9.45";"810.06";"11.87"
"Sterling MS";"Jul 21, 2026, 07:00:00";"9.53";"818.54";"12.51"
"Sterling MS";"Jul 21, 2026, 06:00:00";"9.41";"812.91";"12.93"
"Sterling MS";"Jul 21, 2026, 05:00:00";"10.08";"780.63";"14.63"
"Sterling MS";"Jul 21, 2026, 04:00:00";"9.94";"710.49";"16.85"
"Sterling MS";"Jul 21, 2026, 03:00:00";"11.17";"638.06";"19.25"
"Sterling MS";"Jul 21, 2026, 02:00:00";"11.77";"545.9";"20.19"
"Sterling MS";"Jul 21, 2026, 01:00:00";"11.5";"460.64";"20.7"
"Sterling MS";"Jul 21, 2026, 00:00:00";"12.09";"368.96";"21.09"
"Sterling MS";"Jul 20, 2026, 23:00:00";"12.09";"254.93";"20.98"
"Sterling MS";"Jul 20, 2026, 22:00:00";"10.42";"173.19";"21.58"
"Sterling MS";"Jul 20, 2026, 21:00:00";"9.02";"139.12";"23.7"
"Sterling MS";"Jul 20, 2026, 20:00:00";"8.05";"106.8";"28.78"
"Sterling MS";"Jul 20, 2026, 19:00:00";"6.2";"84.31";"29.23"
"Sterling MS";"Jul 20, 2026, 18:00:00";"4.71";"74.19";"27.43"
"Sterling MS";"Jul 20, 2026, 17:00:00";"2.92";"74.57";"27.54"
"Sterling MS";"Jul 20, 2026, 16:00:00";"4.96";"69.89";"27.77"
"Sterling MS";"Jul 20, 2026, 15:00:00";"6.16";"70.02";"27.72"
"Sterling MS";"Jul 20, 2026, 14:00:00";"3.66";"77.83";"26.68"
"Sterling MS";"Jul 20, 2026, 13:00:00";"4.28";"69.51";"25.16"
"Sterling MS";"Jul 20, 2026, 12:00:00";"1.49";"72.4";"22.72"
"Sterling MS";"Jul 20, 2026, 11:00:00";"2.86";"105.67";"21.39"
"Sterling MS";"Jul 20, 2026, 10:00:00";"5.22";"130.38";"20.59"
"Sterling MS";"Jul 20, 2026, 09:00:00";"7.82";"162.34";"18.84"
"Sterling MS";"Jul 20, 2026, 08:00:00";"10.64";"248.3";"14.99"
"Sterling MS";"Jul 20, 2026, 07:00:00";"13.41";"268.69";"12.1"
"Sterling MS";"Jul 20, 2026, 06:00:00";"11.08";"257.77";"11.52"
"Sterling MS";"Jul 20, 2026, 05:00:00";"9.62";"226.84";"11.92"
"Sterling MS";"Jul 20, 2026, 04:00:00";"9.64";"201.41";"12.29"
"Sterling MS";"Jul 20, 2026, 03:00:00";"8.48";"175.77";"13.78"
"Sterling MS";"Jul 20, 2026, 02:00:00";"8.64";"143.75";"15.29"
"Sterling MS";"Jul 20, 2026, 01:00:00";"9.57";"144.14";"16.28"
"Sterling MS";"Jul 20, 2026, 00:00:00";"10.23";"138.2";"18.52"
"Sterling MS";"Jul 19, 2026, 23:00:00";"10.43";"116.57";"20.12"
"Sterling MS";"Jul 19, 2026, 22:00:00";"9.77";"94.7";"22.72"
"Sterling MS";"Jul 19, 2026, 21:00:00";"8.42";"89.58";"27.74"
"Sterling MS";"Jul 19, 2026, 20:00:00";"5.82";"74.31";"31.91"
"Sterling MS";"Jul 19, 2026, 19:00:00";"4.5";"84.94";"32.64"
"Sterling MS";"Jul 19, 2026, 18:00:00";"3.32";"103.2";"34.96"
"Sterling MS";"Jul 19, 2026, 17:00:00";"2.78";"115.94";"40.49"
"Sterling MS";"Jul 19, 2026, 16:00:00";"1.89";"129.89";"43.99"
"Sterling MS";"Jul 19, 2026, 15:00:00";"1.2";"146.28";"47.85"
"Sterling MS";"Jul 19, 2026, 14:00:00";"0.52";"152.18";"51.27"
"Sterling MS";"Jul 19, 2026, 13:00:00";"0.28";"185.87";"51.19"
"Sterling MS";"Jul 19, 2026, 12:00:00";"0";"226.31";"47.08"
"Sterling MS";"Jul 19, 2026, 11:00:00";"2.67";"287.21";"33.63"
"Sterling MS";"Jul 19, 2026, 10:00:00";"3.99";"343.65";"23.44"
"Sterling MS";"Jul 19, 2026, 09:00:00";"4.4";"416.6";"15.14"
"Sterling MS";"Jul 19, 2026, 08:00:00";"6.5";"499.32";"5.42"
"Sterling MS";"Jul 19, 2026, 07:00:00";"8.15";"521.19";"5.47"
"Sterling MS";"Jul 19, 2026, 06:00:00";"6.45";"460.52";"5.96"
"Sterling MS";"Jul 19, 2026, 05:00:00";"6.02";"457.09";"5.22"
"Sterling MS";"Jul 19, 2026, 04:00:00";"5.57";"507.55";"4.72"
"Sterling MS";"Jul 19, 2026, 03:00:00";"7.11";"628.53";"5.44"
"Sterling MS";"Jul 19, 2026, 02:00:00";"6.84";"748.17";"7.52"
"Sterling MS";"Jul 19, 2026, 01:00:00";"18.54";"900.57";"10.44"
"Sterling MS";"Jul 19, 2026, 00:00:00";"20.7";"922.24";"11.92"
"Sterling MS";"Jul 18, 2026, 23:00:00";"15.56";"913.82";"11.95"
"Sterling MS";"Jul 18, 2026, 22:00:00";"12.91";"952.27";"12.02"
"Sterling MS";"Jul 18, 2026, 21:00:00";"12.06";"925.08";"11.93"
"Sterling MS";"Jul 18, 2026, 20:00:00";"12.61";"864.28";"11.18"
"Sterling MS";"Jul 18, 2026, 19:00:00";"11.4";"688.86";"9.16"
"Sterling MS";"Jul 18, 2026, 18:00:00";"12.71";"634.04";"8.63"
"Sterling MS";"Jul 18, 2026, 17:00:00";"11.88";"484.17";"15.79"
"Sterling MS";"Jul 18, 2026, 16:00:00";"7.47";"320.17";"26.25"
"Sterling MS";"Jul 18, 2026, 15:00:00";"3.14";"301.57";"57.93"
"Sterling MS";"Jul 18, 2026, 14:00:00";"0";"361.06";"69.75"
"Sterling MS";"Jul 18, 2026, 13:00:00";"0";"424.9";"72.97"
"Sterling MS";"Jul 18, 2026, 12:00:00";"4.34";"494.5";"64.45"
"Sterling MS";"Jul 18, 2026, 11:00:00";"7.44";"519.54";"55.96"
"Sterling MS";"Jul 18, 2026, 10:00:00";"9.41";"552.65";"50.38"
"Sterling MS";"Jul 18, 2026, 09:00:00";"11.04";"539.28";"47.98"
"Sterling MS";"Jul 18, 2026, 08:00:00";"12.41";"490.62";"47.16"
"Sterling MS";"Jul 18, 2026, 07:00:00";"11.89";"437.77";"47.56"
"Sterling MS";"Jul 18, 2026, 06:00:00";"10.37";"383.65";"50.15"
"Sterling MS";"Jul 18, 2026, 05:00:00";"8.95";"378.94";"54.19"
"Sterling MS";"Jul 18, 2026, 04:00:00";"8.03";"376.93";"54.48"
"Sterling MS";"Jul 18, 2026, 03:00:00";"9.32";"340.83";"56.53"
"Sterling MS";"Jul 18, 2026, 02:00:00";"8.95";"281.07";"58.4"
"Sterling MS";"Jul 18, 2026, 01:00:00";"10.15";"236.3";"63.88"
"Sterling MS";"Jul 18, 2026, 00:00:00";"10.42";"214.99";"62.15"
"Sterling MS";"Jul 17, 2026, 23:00:00";"10.02";"194.47";"62.53"
"Sterling MS";"Jul 17, 2026, 22:00:00";"8.88";"144.08";"70.72"
"Sterling MS";"Jul 17, 2026, 21:00:00";"7.99";"100.93";"88.46"
"Sterling MS";"Jul 17, 2026, 20:00:00";"5.13";"77.83";"92.44"
"Sterling MS";"Jul 17, 2026, 19:00:00";"2.13";"95.09";"90.42"
"Sterling MS";"Jul 17, 2026, 18:00:00";"1.61";"86.56";"89.19"
"Sterling MS";"Jul 17, 2026, 17:00:00";"0.76";"69.68";"90.15"
"Sterling MS";"Jul 17, 2026, 16:00:00";"0.16";"60.21";"90.19"
"Sterling MS";"Jul 17, 2026, 15:00:00";"0.54";"62.82";"92.2"
"Sterling MS";"Jul 17, 2026, 14:00:00";"0.57";"55.43";"89"
"Sterling MS";"Jul 17, 2026, 13:00:00";"0.53";"52.03";"88.9"
"Sterling MS";"Jul 17, 2026, 12:00:00";"0.07";"44.4";"85.64"
"Sterling MS";"Jul 17, 2026, 11:00:00";"0";"57.48";"91.41"
"Sterling MS";"Jul 17, 2026, 10:00:00";"1.81";"90.34";"104.05"
"Sterling MS";"Jul 17, 2026, 09:00:00";"10.05";"134.69";"120.87"
"Sterling MS";"Jul 17, 2026, 08:00:00";"13.51";"142.76";"108.45"
"Sterling MS";"Jul 17, 2026, 07:00:00";"12.75";"140.87";"99.99"
"Sterling MS";"Jul 17, 2026, 06:00:00";"12.26";"147.91";"94.98"
"Sterling MS";"Jul 17, 2026, 05:00:00";"10.43";"115.9";"105.34"
"Sterling MS";"Jul 17, 2026, 04:00:00";"11.84";"79.01";"136.44"
"Sterling MS";"Jul 17, 2026, 03:00:00";"9.82";"72.47";"149.53"
"Sterling MS";"Jul 17, 2026, 02:00:00";"7.21";"110.64";"127.3"
"Sterling MS";"Jul 17, 2026, 01:00:00";"7.07";"144.95";"96.54"
"Sterling MS";"Jul 17, 2026, 00:00:00";"5.69";"176.14";"91.11"
"Sterling MS";"Jul 16, 2026, 23:00:00";"3.52";"249.79";"50.15"
"Sterling MS";"Jul 16, 2026, 22:00:00";"1.86";"236.06";"45.67"
"Sterling MS";"Jul 16, 2026, 21:00:00";"0.99";"211.24";"15.68"
"Sterling MS";"Jul 16, 2026, 20:00:00";"0";"182.56";"15.73"
"Sterling MS";"Jul 16, 2026, 19:00:00";"0.15";"196.9";"19.16"
"Sterling MS";"Jul 16, 2026, 18:00:00";"0";"196.45";"19.44"
"Sterling MS";"Jul 16, 2026, 17:00:00";"0";"216.16";"17"
"Sterling MS";"Jul 16, 2026, 16:00:00";"0";"242.31";"16.61"
"Sterling MS";"Jul 16, 2026, 15:00:00";"0";"261.95";"18.22"
"Sterling MS";"Jul 16, 2026, 14:00:00";"0";"252.74";"18.31"
"Sterling MS";"Jul 16, 2026, 13:00:00";"0";"284.37";"16.9"
"Sterling MS";"Jul 16, 2026, 12:00:00";"0";"329.55";"18.18"
"Sterling MS";"Jul 16, 2026, 11:00:00";"0.15";"352.57";"18.44"
"Sterling MS";"Jul 16, 2026, 10:00:00";"1.62";"360.24";"15.85"
"Sterling MS";"Jul 16, 2026, 09:00:00";"2.15";"364.8";"16.65"
"Sterling MS";"Jul 16, 2026, 08:00:00";"6.07";"389.58";"12.79"
"Sterling MS";"Jul 16, 2026, 07:00:00";"7.1";"404.49";"11.66"
"Sterling MS";"Jul 16, 2026, 06:00:00";"6.21";"400.7";"11.28"
"Sterling MS";"Jul 16, 2026, 05:00:00";"5.81";"386.27";"12.58"
"Sterling MS";"Jul 16, 2026, 04:00:00";"4.72";"374.58";"12.49"
"Sterling MS";"Jul 16, 2026, 03:00:00";"5.48";"366.34";"12.36"
"Sterling MS";"Jul 16, 2026, 02:00:00";"0.47";"355.22";"11.07"
"Sterling MS";"Jul 16, 2026, 01:00:00";"0.07";"345";"11.25"
"Sterling MS";"Jul 16, 2026, 00:00:00";"0";"340.37";"12.23"
"Sterling MS";"Jul 15, 2026, 23:00:00";"0.02";"331.71";"11.43"
"Sterling MS";"Jul 15, 2026, 22:00:00";"0.06";"282.48";"10.69"
"Sterling MS";"Jul 15, 2026, 21:00:00";"0";"227.78";"11.28"
"Sterling MS";"Jul 15, 2026, 20:00:00";"0";"216.78";"11.79"
"Sterling MS";"Jul 15, 2026, 19:00:00";"0";"209.86";"11.18"
"Sterling MS";"Jul 15, 2026, 18:00:00";"0";"203.51";"11.3"
"Sterling MS";"Jul 15, 2026, 17:00:00";"0";"195.73";"11.39"
"Sterling MS";"Jul 15, 2026, 16:00:00";"0";"200.68";"11.76"
"Sterling MS";"Jul 15, 2026, 15:00:00";"0";"206.38";"12.03"
"Sterling MS";"Jul 15, 2026, 14:00:00";"0";"219.38";"12.57"
"Sterling MS";"Jul 15, 2026, 13:00:00";"0";"246.04";"13.38"
"Sterling MS";"Jul 15, 2026, 12:00:00";"0";"272.91";"14.05"
"Sterling MS";"Jul 15, 2026, 11:00:00";"0";"288.58";"13.14"
"Sterling MS";"Jul 15, 2026, 10:00:00";"0";"311.74";"12.72"
"Sterling MS";"Jul 15, 2026, 09:00:00";"2";"367.95";"11.56"
"Sterling MS";"Jul 15, 2026, 08:00:00";"9.33";"444.92";"8.88"
"Sterling MS";"Jul 15, 2026, 07:00:00";"13.16";"427.12";"7.36"
"Sterling MS";"Jul 15, 2026, 06:00:00";"7.9";"403.02";"7.12"
"Sterling MS";"Jul 15, 2026, 05:00:00";"4.76";"362.87";"6.9"
"Sterling MS";"Jul 15, 2026, 04:00:00";"5.19";"335.64";"7.42"
"Sterling MS";"Jul 15, 2026, 03:00:00";"5.03";"311.2";"7.45"
"Sterling MS";"Jul 15, 2026, 02:00:00";"4.68";"287.04";"7.38"
"Sterling MS";"Jul 15, 2026, 01:00:00";"5.82";"258.15";"7.61"
"Sterling MS";"Jul 15, 2026, 00:00:00";"6.22";"241.94";"8.11"
"Sterling MS";"Jul 14, 2026, 23:00:00";"4.33";"226.46";"8.09"
"Sterling MS";"Jul 14, 2026, 22:00:00";"3.87";"203.01";"8.6"
"Sterling MS";"Jul 14, 2026, 21:00:00";"1.12";"171.11";"8.69"
"Sterling MS";"Jul 14, 2026, 20:00:00";"0.13";"147.33";"9.31"
"Sterling MS";"Jul 14, 2026, 19:00:00";"0";"132.53";"9.04"
"Sterling MS";"Jul 14, 2026, 18:00:00";"0";"122.97";"9.22"
"Sterling MS";"Jul 14, 2026, 17:00:00";"0";"130.09";"9.16"
"Sterling MS";"Jul 14, 2026, 16:00:00";"0";"128.19";"9.5"
"Sterling MS";"Jul 14, 2026, 15:00:00";"0";"131.97";"9.7"
"Sterling MS";"Jul 14, 2026, 14:00:00";"0";"134.05";"10.22"
"Sterling MS";"Jul 14, 2026, 13:00:00";"0";"152.12";"9.72"
"Sterling MS";"Jul 14, 2026, 12:00:00";"0";"179.8";"8.95"
"Sterling MS";"Jul 14, 2026, 11:00:00";"0";"225.85";"10.04"
"Sterling MS";"Jul 14, 2026, 10:00:00";"0.62";"281.36";"10.05"
"Sterling MS";"Jul 14, 2026, 09:00:00";"6.19";"359.69";"8.76"
"Sterling MS";"Jul 14, 2026, 08:00:00";"11.2";"415.36";"6.28"
"Sterling MS";"Jul 14, 2026, 07:00:00";"9.97";"374.21";"5.59"
"Sterling MS";"Jul 14, 2026, 06:00:00";"5.74";"337.01";"5.34"
"Sterling MS";"Jul 14, 2026, 05:00:00";"3.85";"299.55";"5.26"
"Sterling MS";"Jul 14, 2026, 04:00:00";"4.05";"264.78";"5.36"
"Sterling MS";"Jul 14, 2026, 03:00:00";"5.32";"234.49";"5.69"
"Sterling MS";"Jul 14, 2026, 02:00:00";"4.35";"226.43";"5.5"
"Sterling MS";"Jul 14, 2026, 01:00:00";"3.84";"201.8";"5.78"
"Sterling MS";"Jul 14, 2026, 00:00:00";"4.55";"168.46";"5.87"
"Sterling MS";"Jul 13, 2026, 23:00:00";"5.34";"114.56";"6.31"
"Sterling MS";"Jul 13, 2026, 22:00:00";"5.52";"89.57";"9.56"
