site_id,unit_id,unit_id_confidence,ts_raw,ts_est,shift_hours,pollutant,value,unit,instrument_class,zero_run_length,excluded,exclusion_reason,v1_scope,scope_reason
ashburn-collocated,apex-05,confirmed,2026-06-30 08:00:00,2026-06-30 06:00:00,2,PM2.5,11.6,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 09:00:00,2026-06-30 07:00:00,2,NO2,5.15,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 09:00:00,2026-06-30 07:00:00,2,VOCs,263.79,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 09:00:00,2026-06-30 07:00:00,2,PM2.5,12.51,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 10:00:00,2026-06-30 08:00:00,2,NO2,0.5,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 10:00:00,2026-06-30 08:00:00,2,VOCs,192.24,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 10:00:00,2026-06-30 08:00:00,2,PM2.5,12.74,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 11:00:00,2026-06-30 09:00:00,2,NO2,0.01,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 11:00:00,2026-06-30 09:00:00,2,VOCs,144.1,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 11:00:00,2026-06-30 09:00:00,2,PM2.5,12.23,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 12:00:00,2026-06-30 10:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,7,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 12:00:00,2026-06-30 10:00:00,2,VOCs,132.15,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 12:00:00,2026-06-30 10:00:00,2,PM2.5,13.89,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 13:00:00,2026-06-30 11:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,7,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 13:00:00,2026-06-30 11:00:00,2,VOCs,117.6,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 13:00:00,2026-06-30 11:00:00,2,PM2.5,14.55,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 14:00:00,2026-06-30 12:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,7,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 14:00:00,2026-06-30 12:00:00,2,VOCs,92.59,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 14:00:00,2026-06-30 12:00:00,2,PM2.5,14.46,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 15:00:00,2026-06-30 13:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,7,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 15:00:00,2026-06-30 13:00:00,2,VOCs,91.02,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 15:00:00,2026-06-30 13:00:00,2,PM2.5,14.41,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 16:00:00,2026-06-30 14:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,7,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 16:00:00,2026-06-30 14:00:00,2,VOCs,84.06,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 16:00:00,2026-06-30 14:00:00,2,PM2.5,15.31,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 17:00:00,2026-06-30 15:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,7,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 17:00:00,2026-06-30 15:00:00,2,VOCs,72.61,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 17:00:00,2026-06-30 15:00:00,2,PM2.5,15.18,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 18:00:00,2026-06-30 16:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,7,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 18:00:00,2026-06-30 16:00:00,2,VOCs,64.43,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 18:00:00,2026-06-30 16:00:00,2,PM2.5,14.8,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 19:00:00,2026-06-30 17:00:00,2,NO2,0.16,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 19:00:00,2026-06-30 17:00:00,2,VOCs,60.71,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 19:00:00,2026-06-30 17:00:00,2,PM2.5,14.19,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 20:00:00,2026-06-30 18:00:00,2,NO2,1.72,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 20:00:00,2026-06-30 18:00:00,2,VOCs,64.16,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 20:00:00,2026-06-30 18:00:00,2,PM2.5,12.59,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 21:00:00,2026-06-30 19:00:00,2,NO2,4.13,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 21:00:00,2026-06-30 19:00:00,2,VOCs,63.1,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 21:00:00,2026-06-30 19:00:00,2,PM2.5,10.11,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 22:00:00,2026-06-30 20:00:00,2,NO2,11.35,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 22:00:00,2026-06-30 20:00:00,2,VOCs,59.33,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 22:00:00,2026-06-30 20:00:00,2,PM2.5,8.51,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 23:00:00,2026-06-30 21:00:00,2,NO2,8.44,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 23:00:00,2026-06-30 21:00:00,2,VOCs,56.65,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-06-30 23:00:00,2026-06-30 21:00:00,2,PM2.5,8.43,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 00:00:00,2026-06-30 22:00:00,2,NO2,10.43,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 00:00:00,2026-06-30 22:00:00,2,VOCs,58.71,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 00:00:00,2026-06-30 22:00:00,2,PM2.5,8.22,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 01:00:00,2026-06-30 23:00:00,2,NO2,7.17,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 01:00:00,2026-06-30 23:00:00,2,VOCs,62.51,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 01:00:00,2026-06-30 23:00:00,2,PM2.5,8.18,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 02:00:00,2026-07-01 00:00:00,2,NO2,5.37,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 02:00:00,2026-07-01 00:00:00,2,VOCs,55.35,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 02:00:00,2026-07-01 00:00:00,2,PM2.5,7.63,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 03:00:00,2026-07-01 01:00:00,2,NO2,5.39,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 03:00:00,2026-07-01 01:00:00,2,VOCs,60.24,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 03:00:00,2026-07-01 01:00:00,2,PM2.5,7.81,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 04:00:00,2026-07-01 02:00:00,2,NO2,4.36,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 04:00:00,2026-07-01 02:00:00,2,VOCs,73.06,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 04:00:00,2026-07-01 02:00:00,2,PM2.5,8.35,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 05:00:00,2026-07-01 03:00:00,2,NO2,3.86,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 05:00:00,2026-07-01 03:00:00,2,VOCs,89.3,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 05:00:00,2026-07-01 03:00:00,2,PM2.5,8.42,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 06:00:00,2026-07-01 04:00:00,2,NO2,4.64,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 06:00:00,2026-07-01 04:00:00,2,VOCs,108.75,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 06:00:00,2026-07-01 04:00:00,2,PM2.5,8.69,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 07:00:00,2026-07-01 05:00:00,2,NO2,6.32,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 07:00:00,2026-07-01 05:00:00,2,VOCs,127.77,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 07:00:00,2026-07-01 05:00:00,2,PM2.5,9.23,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 08:00:00,2026-07-01 06:00:00,2,NO2,3.59,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 08:00:00,2026-07-01 06:00:00,2,VOCs,127.59,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 08:00:00,2026-07-01 06:00:00,2,PM2.5,10.48,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 09:00:00,2026-07-01 07:00:00,2,NO2,1.26,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 09:00:00,2026-07-01 07:00:00,2,VOCs,127.55,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 09:00:00,2026-07-01 07:00:00,2,PM2.5,11.72,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 10:00:00,2026-07-01 08:00:00,2,NO2,0.01,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 10:00:00,2026-07-01 08:00:00,2,VOCs,133.67,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 10:00:00,2026-07-01 08:00:00,2,PM2.5,14.75,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 11:00:00,2026-07-01 09:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,20,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 11:00:00,2026-07-01 09:00:00,2,VOCs,151.94,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 11:00:00,2026-07-01 09:00:00,2,PM2.5,17.1,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 12:00:00,2026-07-01 10:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,20,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 12:00:00,2026-07-01 10:00:00,2,VOCs,162.46,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 12:00:00,2026-07-01 10:00:00,2,PM2.5,21.65,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 13:00:00,2026-07-01 11:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,20,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 13:00:00,2026-07-01 11:00:00,2,VOCs,134.27,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 13:00:00,2026-07-01 11:00:00,2,PM2.5,26.21,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 14:00:00,2026-07-01 12:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,20,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 14:00:00,2026-07-01 12:00:00,2,VOCs,107.88,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 14:00:00,2026-07-01 12:00:00,2,PM2.5,28.49,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 15:00:00,2026-07-01 13:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,20,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 15:00:00,2026-07-01 13:00:00,2,VOCs,96,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 15:00:00,2026-07-01 13:00:00,2,PM2.5,28.8,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 16:00:00,2026-07-01 14:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,20,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 16:00:00,2026-07-01 14:00:00,2,VOCs,77.54,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 16:00:00,2026-07-01 14:00:00,2,PM2.5,29.12,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 17:00:00,2026-07-01 15:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,20,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 17:00:00,2026-07-01 15:00:00,2,VOCs,69.91,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 17:00:00,2026-07-01 15:00:00,2,PM2.5,29.36,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 18:00:00,2026-07-01 16:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,20,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 18:00:00,2026-07-01 16:00:00,2,VOCs,62.76,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 18:00:00,2026-07-01 16:00:00,2,PM2.5,29.8,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 19:00:00,2026-07-01 17:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,20,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 19:00:00,2026-07-01 17:00:00,2,VOCs,51.37,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 19:00:00,2026-07-01 17:00:00,2,PM2.5,30.09,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 20:00:00,2026-07-01 18:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,20,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 20:00:00,2026-07-01 18:00:00,2,VOCs,69.24,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 20:00:00,2026-07-01 18:00:00,2,PM2.5,28.77,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 21:00:00,2026-07-01 19:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,20,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 21:00:00,2026-07-01 19:00:00,2,VOCs,108.77,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 21:00:00,2026-07-01 19:00:00,2,PM2.5,25.69,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 22:00:00,2026-07-01 20:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,20,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 22:00:00,2026-07-01 20:00:00,2,VOCs,147.67,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 22:00:00,2026-07-01 20:00:00,2,PM2.5,23.58,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 23:00:00,2026-07-01 21:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,20,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 23:00:00,2026-07-01 21:00:00,2,VOCs,181.25,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-01 23:00:00,2026-07-01 21:00:00,2,PM2.5,22.32,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 00:00:00,2026-07-01 22:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,20,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 00:00:00,2026-07-01 22:00:00,2,VOCs,200.46,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 00:00:00,2026-07-01 22:00:00,2,PM2.5,22.1,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 01:00:00,2026-07-01 23:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,20,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 01:00:00,2026-07-01 23:00:00,2,VOCs,220.03,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 01:00:00,2026-07-01 23:00:00,2,PM2.5,22.08,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 02:00:00,2026-07-02 00:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,20,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 02:00:00,2026-07-02 00:00:00,2,VOCs,258.48,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 02:00:00,2026-07-02 00:00:00,2,PM2.5,21.27,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 03:00:00,2026-07-02 01:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,20,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 03:00:00,2026-07-02 01:00:00,2,VOCs,270.36,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 03:00:00,2026-07-02 01:00:00,2,PM2.5,20.98,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 04:00:00,2026-07-02 02:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,20,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 04:00:00,2026-07-02 02:00:00,2,VOCs,276.95,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 04:00:00,2026-07-02 02:00:00,2,PM2.5,20.82,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 05:00:00,2026-07-02 03:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,20,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 05:00:00,2026-07-02 03:00:00,2,VOCs,276.93,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 05:00:00,2026-07-02 03:00:00,2,PM2.5,20.43,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 06:00:00,2026-07-02 04:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,20,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 06:00:00,2026-07-02 04:00:00,2,VOCs,312.74,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 06:00:00,2026-07-02 04:00:00,2,PM2.5,19.49,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 07:00:00,2026-07-02 05:00:00,2,NO2,0.32,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 07:00:00,2026-07-02 05:00:00,2,VOCs,327.47,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 07:00:00,2026-07-02 05:00:00,2,PM2.5,18.39,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 08:00:00,2026-07-02 06:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,20,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 08:00:00,2026-07-02 06:00:00,2,VOCs,296.02,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 08:00:00,2026-07-02 06:00:00,2,PM2.5,19.51,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 09:00:00,2026-07-02 07:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,20,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 09:00:00,2026-07-02 07:00:00,2,VOCs,238.05,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 09:00:00,2026-07-02 07:00:00,2,PM2.5,27.47,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 10:00:00,2026-07-02 08:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,20,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 10:00:00,2026-07-02 08:00:00,2,VOCs,199.24,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 10:00:00,2026-07-02 08:00:00,2,PM2.5,29.24,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 11:00:00,2026-07-02 09:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,20,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 11:00:00,2026-07-02 09:00:00,2,VOCs,154.45,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 11:00:00,2026-07-02 09:00:00,2,PM2.5,31.83,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 12:00:00,2026-07-02 10:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,20,true,exact_zero_floor,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 12:00:00,2026-07-02 10:00:00,2,VOCs,130.73,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
ashburn-collocated,apex-05,confirmed,2026-07-02 12:00:00,2026-07-02 10:00:00,2,PM2.5,33.99,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
